idReviser,0,rEmail,1,rInterest,2,rHealth,3,rAge,4,rEducation,5,dateT,6,flag,7,idGroup,8
343,343,A1RCBWN98I5B90,A1RCBWN98I5B90,1,1,1,1,3,3,1,1,"2019-08-29 17:28:12","2019-08-29 17:28:12",123,123,122,122
344,344,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,2,2,3,3,4,4,"2019-08-29 17:29:31","2019-08-29 17:29:31",123,123,122,122
345,345,A27P16LFLZGFPR,A27P16LFLZGFPR,3,3,1,1,2,2,3,3,"2019-08-29 17:34:12","2019-08-29 17:34:12",123,123,122,122
346,346,A2R8X5REWQ3YIX,A2R8X5REWQ3YIX,3,3,2,2,1,1,1,1,"2019-08-29 17:34:29","2019-08-29 17:34:29",123,123,122,122
347,347,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,2,2,3,3,4,4,"2019-08-29 17:35:47","2019-08-29 17:35:47",123,123,132,132
348,348,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,2,2,2,2,3,3,"2019-08-29 17:40:06","2019-08-29 17:40:06",123,123,122,122
349,349,A2XNQ9MFS4AZH2,A2XNQ9MFS4AZH2,2,2,1,1,2,2,1,1,"2019-08-29 17:42:12","2019-08-29 17:42:12",123,123,132,132
350,350,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,2,2,3,3,4,4,"2019-08-29 17:42:23","2019-08-29 17:42:23",123,123,142,142
351,351,ABKH6YLFFKCPO,ABKH6YLFFKCPO,3,3,2,2,3,3,4,4,"2019-08-29 17:42:43","2019-08-29 17:42:43",123,123,132,132
352,352,A1YMLNSEPCYTON,A1YMLNSEPCYTON,1,1,3,3,1,1,4,4,"2019-08-29 17:44:08","2019-08-29 17:44:08",123,123,132,132
353,353,ARHDGH8G2GKCY,ARHDGH8G2GKCY,1,1,2,2,2,2,2,2,"2019-08-29 17:44:52","2019-08-29 17:44:52",123,123,122,122
354,354,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,2,2,3,3,4,4,"2019-08-29 17:47:46","2019-08-29 17:47:46",123,123,123,123
355,355," W4PI-MTK-S122-SRE123A27P16LFLZGFPR"," W4PI-MTK-S122-SRE123A27P16LFLZGFPR",,,,,,,,,"2019-08-29 17:50:50","2019-08-29 17:50:50",123,123,142,142
356,356,A19W81GYOX6OI8,A19W81GYOX6OI8,1,1,2,2,3,3,4,4,"2019-08-29 17:55:53","2019-08-29 17:55:53",123,123,142,142
357,357,A1ZSZ9LDHAYECQ,A1ZSZ9LDHAYECQ,3,3,2,2,7,7,4,4,"2019-08-29 18:04:04","2019-08-29 18:04:04",123,123,142,142
358,358,A19W81GYOX6OI8,A19W81GYOX6OI8,1,1,2,2,3,3,4,4,"2019-08-29 18:04:40","2019-08-29 18:04:40",123,123,132,132
359,359,A13TYYX1EUIU1D,A13TYYX1EUIU1D,1,1,2,2,4,4,4,4,"2019-08-29 18:06:09","2019-08-29 18:06:09",123,123,142,142
360,360,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,2,2,2,2,3,3,"2019-08-29 18:06:54","2019-08-29 18:06:54",123,123,123,123
361,361,A3OL5N49RZP2P1,A3OL5N49RZP2P1,1,1,2,2,2,2,3,3,"2019-08-29 18:09:34","2019-08-29 18:09:34",123,123,123,123
362,362,ARHDGH8G2GKCY,ARHDGH8G2GKCY,1,1,2,2,2,2,2,2,"2019-08-29 18:31:36","2019-08-29 18:31:36",123,123,132,132
363,363,A192R20G9KGSFE,A192R20G9KGSFE,1,1,2,2,1,1,3,3,"2019-08-29 18:34:04","2019-08-29 18:34:04",123,123,142,142
364,364,A1X8UBJ3IA1T1,A1X8UBJ3IA1T1,2,2,3,3,3,3,4,4,"2019-08-29 18:37:50","2019-08-29 18:37:50",123,123,142,142
365,365,AIP4QLDLZ3E5A,AIP4QLDLZ3E5A,1,1,1,1,3,3,4,4,"2019-08-29 18:40:13","2019-08-29 18:40:13",123,123,123,123
366,366,A3CC1VVTPVJVT7,A3CC1VVTPVJVT7,1,1,1,1,1,1,3,3,"2019-08-29 18:48:50","2019-08-29 18:48:50",123,123,142,142
367,367,A3PWX6AP36T5RQ,A3PWX6AP36T5RQ,1,1,2,2,1,1,3,3,"2019-08-29 18:58:38","2019-08-29 18:58:38",123,123,142,142
368,368,A398EWYF8HJEDA,A398EWYF8HJEDA,3,3,2,2,4,4,3,3,"2019-08-29 19:22:26","2019-08-29 19:22:26",123,123,142,142
369,369,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-29 19:26:40","2019-08-29 19:26:40",123,123,123,123
370,370,A398EWYF8HJEDA,A398EWYF8HJEDA,3,3,2,2,4,4,3,3,"2019-08-29 19:35:10","2019-08-29 19:35:10",123,123,123,123
371,371,A2R8X5REWQ3YIX,A2R8X5REWQ3YIX,3,3,2,2,1,1,1,1,"2019-08-29 19:39:01","2019-08-29 19:39:01",123,123,123,123
372,372,A2R8X5REWQ3YIX,A2R8X5REWQ3YIX,3,3,2,2,1,1,1,1,"2019-08-29 19:39:56","2019-08-29 19:39:56",123,123,123,123
373,373,A1HP2YAVUPNBQN,A1HP2YAVUPNBQN,2,2,2,2,1,1,1,1,"2019-08-29 19:44:32","2019-08-29 19:44:32",123,123,123,123
374,374,A1HP2YAVUPNBQN,A1HP2YAVUPNBQN,2,2,2,2,1,1,1,1,"2019-08-29 19:48:11","2019-08-29 19:48:11",123,123,123,123
375,375,A3CC1VVTPVJVT7,A3CC1VVTPVJVT7,1,1,1,1,1,1,3,3,"2019-08-29 19:50:29","2019-08-29 19:50:29",123,123,123,123
376,376,A1OKB37HUEJVHT,A1OKB37HUEJVHT,1,1,1,1,2,2,3,3,"2019-08-29 21:19:30","2019-08-29 21:19:30",123,123,123,123
377,377,A1KCKKMDKHADNC,A1KCKKMDKHADNC,2,2,2,2,5,5,4,4,"2019-08-29 21:26:56","2019-08-29 21:26:56",123,123,123,123
378,378,A3KS9SFKQR3XVY,A3KS9SFKQR3XVY,1,1,2,2,4,4,4,4,"2019-08-29 22:06:01","2019-08-29 22:06:01",123,123,123,123
379,379,AO75W5YAI347B,AO75W5YAI347B,1,1,3,3,2,2,1,1,"2019-08-29 23:53:35","2019-08-29 23:53:35",123,123,123,123
380,380,AXBFJUI5IFJX2,AXBFJUI5IFJX2,1,1,2,2,2,2,4,4,"2019-08-30 04:43:52","2019-08-30 04:43:52",123,123,123,123
381,381,A1LQSODJ1E706K,A1LQSODJ1E706K,1,1,2,2,2,2,3,3,"2019-08-30 05:54:37","2019-08-30 05:54:37",123,123,123,123
382,382,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,1,1,1,1,3,3,4,4,"2019-08-30 07:21:41","2019-08-30 07:21:41",123,123,123,123
383,383,A2KMK30K2TDDNH,A2KMK30K2TDDNH,1,1,2,2,3,3,2,2,"2019-08-30 11:27:51","2019-08-30 11:27:51",123,123,133,133
384,384,A20MS0C8F8SO9A,A20MS0C8F8SO9A,1,1,2,2,4,4,2,2,"2019-08-30 11:28:51","2019-08-30 11:28:51",123,123,143,143
385,385,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,1,1,2,2,3,3,4,4,"2019-08-30 11:29:16","2019-08-30 11:29:16",123,123,133,133
386,386,A13T8GV5PDF82B,A13T8GV5PDF82B,3,3,2,2,1,1,4,4,"2019-08-30 11:29:37","2019-08-30 11:29:37",123,123,143,143
387,387,A71LNIRT2KCKP,A71LNIRT2KCKP,1,1,2,2,1,1,3,3,"2019-08-30 11:29:49","2019-08-30 11:29:49",123,123,143,143
388,388,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,1,1,1,1,3,3,4,4,"2019-08-30 11:36:43","2019-08-30 11:36:43",123,123,133,133
389,389,A300NSYGWVGOMM,A300NSYGWVGOMM,1,1,2,2,4,4,4,4,"2019-08-30 11:45:40","2019-08-30 11:45:40",123,123,133,133
390,390,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-08-30 11:47:31","2019-08-30 11:47:31",123,123,143,143
391,391,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,2,2,2,2,3,3,"2019-08-30 11:47:53","2019-08-30 11:47:53",123,123,133,133
392,392,A13T8GV5PDF82B,A13T8GV5PDF82B,3,3,2,2,1,1,4,4,"2019-08-30 11:49:20","2019-08-30 11:49:20",123,123,133,133
393,393,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-08-30 11:52:57","2019-08-30 11:52:57",123,123,133,133
394,394,A1S25NBTJQC64E,A1S25NBTJQC64E,3,3,2,2,5,5,1,1,"2019-08-30 11:54:28","2019-08-30 11:54:28",123,123,143,143
395,395,A1G2WCU6V3ASEQ,A1G2WCU6V3ASEQ,1,1,2,2,2,2,4,4,"2019-08-30 11:56:58","2019-08-30 11:56:58",123,123,143,143
396,396,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,2,2,2,2,3,3,"2019-08-30 11:59:49","2019-08-30 11:59:49",123,123,143,143
397,397,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,1,1,1,1,3,3,4,4,"2019-08-30 12:09:46","2019-08-30 12:09:46",123,123,143,143
398,398,A2FXX3H2NQCQB3,A2FXX3H2NQCQB3,1,1,2,2,3,3,3,3,"2019-08-30 12:16:04","2019-08-30 12:16:04",123,123,143,143
399,399,A2FXX3H2NQCQB3,A2FXX3H2NQCQB3,1,1,2,2,3,3,3,3,"2019-08-30 12:16:53","2019-08-30 12:16:53",123,123,143,143
400,400,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,2,2,3,3,3,3,"2019-08-30 12:27:46","2019-08-30 12:27:46",123,123,133,133
401,401,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,2,2,6,6,4,4,"2019-08-30 12:50:05","2019-08-30 12:50:05",123,123,133,133
402,402,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-30 12:57:29","2019-08-30 12:57:29",123,123,143,143
403,403,A3OAH2XXHT3FOS,A3OAH2XXHT3FOS,1,1,2,2,2,2,4,4,"2019-08-30 13:06:54","2019-08-30 13:06:54",123,123,143,143
404,404,A3DD63B3AMQ9NP,A3DD63B3AMQ9NP,2,2,2,2,3,3,4,4,"2019-08-30 15:11:15","2019-08-30 15:11:15",123,123,143,143
405,405,132,132,,,,,,,,,"2019-09-09 15:04:15","2019-09-09 15:04:15",132,132,22,22
406,406,v2,v2,,,,,,,,,"2019-09-09 19:36:35","2019-09-09 19:36:35",2123,2123,23,23
407,407,v2,v2,,,,,,,,,"2019-09-09 20:14:47","2019-09-09 20:14:47",2123,2123,23,23
408,408,o132,o132,,,,,,,,,"2019-09-09 20:20:51","2019-09-09 20:20:51",132,132,22,22
409,409,A1RCBWN98I5B90,A1RCBWN98I5B90,1,1,1,1,3,3,1,1,"2019-09-09 20:27:47","2019-09-09 20:27:47",2123,2123,23,23
410,410,A3HB5BF8RI3CIS,A3HB5BF8RI3CIS,1,1,2,2,2,2,4,4,"2019-09-09 20:27:51","2019-09-09 20:27:51",2123,2123,23,23
411,411,A3COQALEXT650,A3COQALEXT650,2,2,2,2,4,4,2,2,"2019-09-09 20:27:54","2019-09-09 20:27:54",2123,2123,23,23
412,412,A7Y524016WTCJ,A7Y524016WTCJ,3,3,2,2,5,5,4,4,"2019-09-09 20:28:42","2019-09-09 20:28:42",132,132,22,22
413,413,A3SITW767PUHIN,A3SITW767PUHIN,1,1,1,1,2,2,4,4,"2019-09-09 20:28:48","2019-09-09 20:28:48",132,132,22,22
414,414,A1OHAG1MM8G7F7,A1OHAG1MM8G7F7,2,2,1,1,3,3,2,2,"2019-09-09 20:35:34","2019-09-09 20:35:34",132,132,22,22
415,415,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,1,1,1,1,4,4,"2019-09-09 20:37:43","2019-09-09 20:37:43",2123,2123,23,23
416,416,A208SQNN3F76S2,A208SQNN3F76S2,2,2,2,2,2,2,3,3,"2019-09-09 20:37:47","2019-09-09 20:37:47",132,132,22,22
417,417,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-09-09 20:39:03","2019-09-09 20:39:03",2123,2123,23,23
418,418,AUZUHON52J10U,AUZUHON52J10U,1,1,1,1,6,6,4,4,"2019-09-09 20:43:11","2019-09-09 20:43:11",132,132,22,22
419,419,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-09-09 20:44:39","2019-09-09 20:44:39",132,132,22,22
420,420,W4PI-MTK-S22-SRE132-A1OHAG1MM8G7F7,W4PI-MTK-S22-SRE132-A1OHAG1MM8G7F7,2,2,1,1,3,3,2,2,"2019-09-09 20:46:50","2019-09-09 20:46:50",2123,2123,23,23
421,421,A3GU1JODY168LO,A3GU1JODY168LO,1,1,2,2,4,4,4,4,"2019-09-09 20:48:00","2019-09-09 20:48:00",132,132,22,22
422,422,A3PX8ILC809788,A3PX8ILC809788,2,2,2,2,2,2,4,4,"2019-09-09 20:48:52","2019-09-09 20:48:52",2123,2123,23,23
423,423,AH9NNOFPF0GBG,AH9NNOFPF0GBG,1,1,2,2,2,2,4,4,"2019-09-09 20:52:11","2019-09-09 20:52:11",132,132,22,22
424,424,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,1,1,2,2,2,2,4,4,"2019-09-09 20:57:38","2019-09-09 20:57:38",132,132,22,22
425,425,AUZUHON52J10U,AUZUHON52J10U,1,1,1,1,6,6,4,4,"2019-09-09 21:04:34","2019-09-09 21:04:34",2123,2123,23,23
426,426," W4PI-MTK-S23-SRE2123-A27P16LFLZGFPR"," W4PI-MTK-S23-SRE2123-A27P16LFLZGFPR",,,,,,,,,"2019-09-09 21:10:05","2019-09-09 21:10:05",132,132,22,22
427,427,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,2,2,3,3,4,4,"2019-09-09 21:12:26","2019-09-09 21:12:26",2123,2123,23,23
428,428,A3IGX9S92GTNMI,A3IGX9S92GTNMI,2,2,2,2,2,2,4,4,"2019-09-09 21:15:08","2019-09-09 21:15:08",132,132,22,22
429,429,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,2,2,3,3,4,4,"2019-09-09 21:18:43","2019-09-09 21:18:43",132,132,22,22
430,430,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,2,2,6,6,4,4,"2019-09-09 21:21:25","2019-09-09 21:21:25",132,132,22,22
431,431,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,2,2,6,6,4,4,"2019-09-09 21:51:26","2019-09-09 21:51:26",2123,2123,23,23
432,432,A382IT3BF1UWLB,A382IT3BF1UWLB,,,,,,,,,"2019-09-09 23:34:06","2019-09-09 23:34:06",132,132,22,22
433,433,AHM33ZI3BLDX1,AHM33ZI3BLDX1,1,1,1,1,2,2,4,4,"2019-09-10 00:47:46","2019-09-10 00:47:46",132,132,22,22
434,434,A2HCPK7302F0V6,A2HCPK7302F0V6,1,1,2,2,3,3,2,2,"2019-09-10 09:29:03","2019-09-10 09:29:03",3123,3123,23,23
435,435,A204QNV939BM0R,A204QNV939BM0R,2,2,2,2,2,2,3,3,"2019-09-10 09:30:55","2019-09-10 09:30:55",3123,3123,23,23
436,436,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,1,1,1,1,1,1,4,4,"2019-09-10 09:35:25","2019-09-10 09:35:25",3123,3123,23,23
437,437,AUZUHON52J10U,AUZUHON52J10U,1,1,1,1,6,6,4,4,"2019-09-10 09:38:30","2019-09-10 09:38:30",213,213,22,22
438,438,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,1,1,1,1,1,1,4,4,"2019-09-10 10:05:28","2019-09-10 10:05:28",213,213,22,22
439,439,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,1,1,1,1,2,2,3,3,"2019-09-10 10:10:14","2019-09-10 10:10:14",213,213,22,22
440,440,A2MHJVAA3RH21R,A2MHJVAA3RH21R,3,3,2,2,2,2,2,2,"2019-09-10 10:19:26","2019-09-10 10:19:26",213,213,22,22
441,441,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,2,2,3,3,3,3,"2019-09-10 10:37:10","2019-09-10 10:37:10",213,213,22,22
442,442,A33UFT5HSU412H,A33UFT5HSU412H,1,1,2,2,4,4,2,2,"2019-09-10 10:42:45","2019-09-10 10:42:45",213,213,22,22
443,443,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,1,1,4,4,4,4,"2019-09-10 10:48:46","2019-09-10 10:48:46",213,213,22,22
444,444,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-09-10 11:10:47","2019-09-10 11:10:47",213,213,22,22
445,445,A1HX579VKHLYZX,A1HX579VKHLYZX,1,1,2,2,2,2,1,1,"2019-09-10 11:15:20","2019-09-10 11:15:20",213,213,22,22
446,446,A1MP3NYIS55VQP,A1MP3NYIS55VQP,1,1,1,1,2,2,4,4,"2019-09-10 11:49:09","2019-09-10 11:49:09",213,213,22,22
447,447,AXBFJUI5IFJX2,AXBFJUI5IFJX2,1,1,2,2,2,2,4,4,"2019-09-10 11:59:23","2019-09-10 11:59:23",213,213,22,22
448,448,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,1,1,2,2,3,3,2,2,"2019-09-10 12:02:32","2019-09-10 12:02:32",3123,3123,23,23
449,449,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,2,2,3,3,4,4,"2019-09-10 12:33:12","2019-09-10 12:33:12",3123,3123,23,23
450,450,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,2,2,3,3,4,4,"2019-09-10 13:17:46","2019-09-10 13:17:46",312,312,22,22
451,451,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,2,2,4,4,3,3,"2019-09-10 13:18:36","2019-09-10 13:18:36",312,312,22,22
452,452,AULSRNSXS3N1V,AULSRNSXS3N1V,1,1,2,2,1,1,4,4,"2019-09-10 13:18:47","2019-09-10 13:18:47",312,312,22,22
453,453,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,2,2,1,1,4,4,"2019-09-10 13:19:21","2019-09-10 13:19:21",312,312,22,22
454,454,A1AMNSC5GMIKWR,A1AMNSC5GMIKWR,1,1,1,1,2,2,4,4,"2019-09-10 13:19:33","2019-09-10 13:19:33",312,312,22,22
455,455,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,1,1,2,2,2,2,4,4,"2019-09-10 13:23:11","2019-09-10 13:23:11",312,312,22,22
456,456,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-09-10 13:28:25","2019-09-10 13:28:25",312,312,22,22
457,457,A1OKB37HUEJVHT,A1OKB37HUEJVHT,1,1,1,1,2,2,3,3,"2019-09-10 13:32:23","2019-09-10 13:32:23",312,312,22,22
458,458,A3OL5N49RZP2P1,A3OL5N49RZP2P1,1,1,2,2,2,2,4,4,"2019-09-10 13:43:05","2019-09-10 13:43:05",3123,3123,23,23
459,459,AHNFC3OMXMIGA,AHNFC3OMXMIGA,1,1,1,1,2,2,4,4,"2019-09-10 13:44:45","2019-09-10 13:44:45",312,312,22,22
460,460,A3OL5N49RZP2P1,A3OL5N49RZP2P1,1,1,1,1,2,2,4,4,"2019-09-10 13:56:00","2019-09-10 13:56:00",312,312,22,22
461,461,A2NZXPC9NYYFOZ,A2NZXPC9NYYFOZ,1,1,3,3,1,1,4,4,"2019-09-10 13:57:02","2019-09-10 13:57:02",3123,3123,23,23
462,462,A3J2JV5GIN2DNH,A3J2JV5GIN2DNH,1,1,1,1,3,3,4,4,"2019-09-10 14:32:04","2019-09-10 14:32:04",3123,3123,23,23
463,463,A300NSYGWVGOMM,A300NSYGWVGOMM,1,1,2,2,4,4,4,4,"2019-09-10 14:32:33","2019-09-10 14:32:33",312,312,22,22
464,464,": COPIEDA1M3PJ9FTV66QG",": COPIEDA1M3PJ9FTV66QG",3,3,2,2,5,5,4,4,"2019-09-10 14:45:04","2019-09-10 14:45:04",3123,3123,23,23
465,465,W4PI-MTK-S22-SRE312-A300NSYGWVGOMM,W4PI-MTK-S22-SRE312-A300NSYGWVGOMM,1,1,2,2,4,4,4,4,"2019-09-10 15:17:57","2019-09-10 15:17:57",3123,3123,23,23
466,466,A18JD2MXWESMG7,A18JD2MXWESMG7,2,2,2,2,2,2,1,1,"2019-09-10 16:38:44","2019-09-10 16:38:44",312,312,22,22
467,467,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,1,1,,,,,"2019-09-10 17:48:19","2019-09-10 17:48:19",312,312,22,22
468,468,A11BS3GFM9T4FJ,A11BS3GFM9T4FJ,3,3,2,2,2,2,2,2,"2019-09-10 18:21:39","2019-09-10 18:21:39",312,312,22,22
469,469,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,1,1,2,2,6,6,3,3,"2019-09-10 21:34:42","2019-09-10 21:34:42",312,312,22,22
470,470,AUZUHON52J10U,AUZUHON52J10U,1,1,1,1,6,6,4,4,"2019-09-10 22:16:45","2019-09-10 22:16:45",4123,4123,23,23
471,471,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,2,2,3,3,4,4,"2019-09-10 22:20:29","2019-09-10 22:20:29",321,321,22,22
472,472,A2L3BRCUIILH4X,A2L3BRCUIILH4X,1,1,1,1,1,1,4,4,"2019-09-10 22:23:29","2019-09-10 22:23:29",321,321,22,22
473,473,A2DSIBZFKLEAGC,A2DSIBZFKLEAGC,2,2,2,2,1,1,2,2,"2019-09-10 23:10:27","2019-09-10 23:10:27",321,321,22,22
474,474,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2,2,1,1,4,4,"2019-09-10 23:22:07","2019-09-10 23:22:07",4123,4123,23,23
475,475,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2,2,1,1,4,4,"2019-09-10 23:30:59","2019-09-10 23:30:59",321,321,22,22
476,476,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-09-11 00:07:40","2019-09-11 00:07:40",321,321,22,22
477,477,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-09-11 00:11:48","2019-09-11 00:11:48",4123,4123,23,23
478,478,A2LKRY3AYXG5US,A2LKRY3AYXG5US,2,2,3,3,5,5,2,2,"2019-09-11 00:12:29","2019-09-11 00:12:29",321,321,22,22
479,479,A3B2PN9XGBK0BB,A3B2PN9XGBK0BB,2,2,2,2,1,1,2,2,"2019-09-11 00:16:36","2019-09-11 00:16:36",4123,4123,23,23
480,480,A1XISC88FAUDHZ,A1XISC88FAUDHZ,1,1,1,1,1,1,4,4,"2019-09-11 00:31:20","2019-09-11 00:31:20",321,321,22,22
481,481,A2RQ6GQJ14PVAN,A2RQ6GQJ14PVAN,3,3,2,2,1,1,2,2,"2019-09-11 00:31:46","2019-09-11 00:31:46",321,321,22,22
482,482,A1XISC88FAUDHZ,A1XISC88FAUDHZ,1,1,1,1,1,1,4,4,"2019-09-11 00:35:16","2019-09-11 00:35:16",321,321,22,22
483,483,A1XISC88FAUDHZ,A1XISC88FAUDHZ,1,1,1,1,1,1,3,3,"2019-09-11 00:45:48","2019-09-11 00:45:48",4123,4123,23,23
484,484,A2K58YCQ6BLXKV,A2K58YCQ6BLXKV,1,1,2,2,1,1,4,4,"2019-09-11 01:53:42","2019-09-11 01:53:42",321,321,22,22
485,485,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,1,1,1,1,1,1,4,4,"2019-09-11 04:20:43","2019-09-11 04:20:43",321,321,22,22
486,486,A2I9WPEYYS27ZW,A2I9WPEYYS27ZW,1,1,2,2,3,3,4,4,"2019-09-11 04:35:06","2019-09-11 04:35:06",321,321,22,22
487,487,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,1,1,1,1,1,1,4,4,"2019-09-11 04:54:03","2019-09-11 04:54:03",4123,4123,23,23
488,488,A3H7KXYWJATRKA,A3H7KXYWJATRKA,3,3,2,2,2,2,1,1,"2019-09-11 05:24:55","2019-09-11 05:24:55",4123,4123,23,23
489,489,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,2,2,4,4,3,3,"2019-09-11 06:16:59","2019-09-11 06:16:59",321,321,22,22
490,490,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,2,2,4,4,3,3,"2019-09-11 06:17:46","2019-09-11 06:17:46",4123,4123,23,23
491,491,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,1,1,4,4,4,4,"2019-09-11 06:24:25","2019-09-11 06:24:25",321,321,22,22
492,492,AFJP250UAUZ9,AFJP250UAUZ9,1,1,1,1,2,2,4,4,"2019-09-11 07:12:14","2019-09-11 07:12:14",321,321,22,22
493,493,A3OL5N49RZP2P1,A3OL5N49RZP2P1,1,1,2,2,3,3,4,4,"2019-09-11 07:20:12","2019-09-11 07:20:12",4123,4123,23,23
494,494,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,2,2,4,4,2,2,"2019-09-11 08:01:19","2019-09-11 08:01:19",4123,4123,23,23
495,495,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,1,1,1,1,3,3,4,4,"2019-09-11 08:30:13","2019-09-11 08:30:13",4123,4123,23,23
496,496,Survey,Survey,1,1,1,1,3,3,3,3,"2019-09-11 08:32:20","2019-09-11 08:32:20",4123,4123,23,23
497,497,A3C12N7NMPX4VE,A3C12N7NMPX4VE,1,1,2,2,2,2,4,4,"2019-09-11 08:33:41","2019-09-11 08:33:41",4123,4123,23,23
498,498,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,1,1,1,1,1,1,4,4,"2019-09-11 09:08:56","2019-09-11 09:08:56",231,231,22,22
499,499,AUZUHON52J10U,AUZUHON52J10U,1,1,1,1,6,6,4,4,"2019-09-11 09:15:12","2019-09-11 09:15:12",231,231,22,22
500,500,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,2,2,4,4,2,2,"2019-09-11 09:34:03","2019-09-11 09:34:03",231,231,22,22
501,501,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,2,2,1,1,3,3,"2019-09-11 09:36:55","2019-09-11 09:36:55",231,231,22,22
502,502,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2,2,1,1,4,4,"2019-09-11 10:02:01","2019-09-11 10:02:01",231,231,22,22
503,503,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,1,1,1,1,2,2,3,3,"2019-09-11 10:19:17","2019-09-11 10:19:17",4123,4123,23,23
504,504,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,2,2,2,2,4,4,4,4,"2019-09-11 10:46:32","2019-09-11 10:46:32",231,231,22,22
505,505,AAT88IZB62NY2,AAT88IZB62NY2,1,1,2,2,1,1,2,2,"2019-09-11 10:55:14","2019-09-11 10:55:14",4123,4123,23,23
506,506,https://ncsu.qualtrics.com/jfe/form/SV_1STjwgwVMUEJVm5,https://ncsu.qualtrics.com/jfe/form/SV_1STjwgwVMUEJVm5,1,1,1,1,2,2,4,4,"2019-09-11 11:27:29","2019-09-11 11:27:29",231,231,22,22
507,507,A1DNMM7T22T0SB,A1DNMM7T22T0SB,1,1,1,1,2,2,4,4,"2019-09-11 11:35:04","2019-09-11 11:35:04",231,231,22,22
508,508,A31LCNCQS2AJR2,A31LCNCQS2AJR2,1,1,2,2,3,3,4,4,"2019-09-11 11:37:00","2019-09-11 11:37:00",231,231,22,22
509,509,A1DNMM7T22T0SB,A1DNMM7T22T0SB,1,1,2,2,3,3,4,4,"2019-09-11 11:37:02","2019-09-11 11:37:02",231,231,22,22
