1737,A18JD2MXWESMG7,2,2100,"If you agree for us to use your NHS data, we will track your data but not use your name in any data we collect.",2019-11-20 17:09:44,76,419
1738,A18JD2MXWESMG7,3,312,Part of the care programme is a workshop to help men manage with prostrate cancer.,2019-11-20 17:12:12,76,419
1739,A18JD2MXWESMG7,3,319,Taking part is Voluntary and none of your medical care will be affected by this.,2019-11-20 17:13:10,76,419
1740,A18JD2MXWESMG7,3,346,The research will be used to develop a workshop for men with prostrate cancer.,2019-11-20 17:14:02,76,419
1741,A3T62C46FI4CVM,2,0,,2019-11-20 18:38:13,76,419
1742,A3T62C46FI4CVM,4,406,our nurse is so proper in our clnical team.,2019-11-20 18:40:56,76,419
1743,A3T62C46FI4CVM,4,418,cancer very bad issuse.,2019-11-20 18:41:49,76,419
1744,A3T62C46FI4CVM,4,450,good support.,2019-11-20 18:42:10,76,419
1745,A3T62C46FI4CVM,2,232,so cleared in our economic.,2019-11-20 18:43:00,76,419
1746,A3T62C46FI4CVM,2,264,the research is very useful to our process,2019-11-20 18:43:55,76,419
1747,A3T62C46FI4CVM,2,2100,not removed.,2019-11-20 18:44:59,76,419
1748,A3T62C46FI4CVM,3,312,many problems in this issues,2019-11-20 18:46:02,76,419
1749,A3T62C46FI4CVM,3,319,no one can understood.,2019-11-20 18:46:50,76,419
1750,A3T62C46FI4CVM,3,346,never.,2019-11-20 18:47:10,76,419
1751,A20BMLDKLO38ZE,2,0,,2019-11-20 21:47:04,87,419
1752,https://wppi.soton.a,2,0,,2019-11-20 21:47:36,87,419
1753,ARBJ6XQJP5VX5,2,0,,2019-11-20 22:15:46,87,419
1754,ARBJ6XQJP5VX5,4,418,We want to find out if how prostate cancer is treated affects a persons health and well-being,2019-11-20 22:16:40,87,419
1755,ARBJ6XQJP5VX5,4,450,If you find anything about this too difficult then just tell us and we will try to get more support,2019-11-20 22:17:53,87,419
1756,ARBJ6XQJP5VX5,2,232,"Please take the time to read the information sheet provided. if you have any questions, now is the time to ask them. After you have completed them we will ask you to confirm that you're happy to take part in the study",2019-11-20 22:20:26,87,419
1757,ARBJ6XQJP5VX5,2,264,"By taking part in a research study, you agree for us to use the data collected to inform our results.",2019-11-20 22:21:55,87,419
1758,ARBJ6XQJP5VX5,2,2100,"If you agreed for us to collect your NHS data, we will track this using your NHS and hospital numbers. We will remove your name.",2019-11-20 22:23:31,87,419
1759,ARBJ6XQJP5VX5,3,312,As part of the programme there will be a workshop for men with prostate cancer. this workshop will allow them to better manage and directly related issues.,2019-11-20 22:25:33,87,419
1760,ARBJ6XQJP5VX5,3,319,This research is 100% voluntary and it is your decision if you want to take part. Please note your medical care will not be affected either way.,2019-11-20 22:27:10,87,419
1761,ARBJ6XQJP5VX5,3,346,We will use your views from this research to help develop future workshops for men with prostate cancer,2019-11-20 22:27:45,87,419
1762,ARBJ6XQJP5VX5,4,406,Someone will be on hand to help you complete the information sheet and answer any questions you may have.,2019-11-20 22:28:42,87,419
1763,A4A7P029P1F99,2,0,,2019-11-20 22:39:20,87,419
1764,A4A7P029P1F99,4,418,no,2019-11-20 22:39:36,87,419
1765,A4A7P029P1F99,4,450,yeah iam accepted,2019-11-20 22:40:01,87,419
1766,A4A7P029P1F99,2,232,yeah iam completely readed,2019-11-20 22:40:30,87,419
1767,A4A7P029P1F99,2,264,ok no problem,2019-11-20 22:40:51,87,419
1768,A4A7P029P1F99,2,2100,no,2019-11-20 22:41:09,87,419
1769,A4A7P029P1F99,3,312,i don't no,2019-11-20 22:41:51,87,419
1770,A4A7P029P1F99,3,319,do not wish to take part,2019-11-20 22:42:38,87,419
1771,A4A7P029P1F99,3,346,i do not no,2019-11-20 22:43:01,87,419
1772,A4A7P029P1F99,4,406,there 10 nurse are working,2019-11-20 22:43:27,87,419
1773,A2L408CQQKJT2M,2,0,,2019-11-20 22:44:22,87,419
1774,A2L408CQQKJT2M,4,418,"Of interest, are the effects on personal health and wellbeing, of diagnosis and treatment of prostate cancer",2019-11-20 22:46:58,87,419
1775,A2L408CQQKJT2M,4,450,Additional support is available if yo are experiencing difficulties.,2019-11-20 22:47:36,87,419
1776,A2L408CQQKJT2M,2,232,"After receiving the information sheet and having the opportunity to ask questions, you will be asked if you are happy to continue.",2019-11-20 22:48:56,87,419
1777,A2L408CQQKJT2M,2,264,The data you provide will used to conduct analysis.,2019-11-20 22:50:04,87,419
1778,A2L408CQQKJT2M,2,2100,NHS data will be tracked without using your personal details.,2019-11-20 22:50:51,87,419
1779,A2L408CQQKJT2M,3,312,A workshop will help men manage any prostate cancer issues they have.,2019-11-20 22:51:32,87,419
1780,A2L408CQQKJT2M,3,319,This research is voluntary and will not effect future medical care.,2019-11-20 22:52:07,87,419
1781,A2L408CQQKJT2M,3,346,This research will help develop a suitable workshop for men with prostate cancer.,2019-11-20 22:52:43,87,419
1782,A2L408CQQKJT2M,4,406,A member of the team will guide you through this process.,2019-11-20 22:53:08,87,419
1783,A234S4IEER49GZ,2,0,,2019-11-20 23:01:35,87,419
1784,A3DI45UTHCC0RP,2,0,,2019-11-21 11:44:52,87,419
1785,A3DI45UTHCC0RP,4,418,we are interested in how the prostate cancer is being diagnosed and treated among person's health and well being,2019-11-21 11:48:56,87,419
1786,A3DI45UTHCC0RP,4,450,"if u found any aspect for the experiments difficult,we support you by providing the details.",2019-11-21 11:50:29,87,419
1787,A3DI45UTHCC0RP,2,232,"After reading information and answering our questions,tell whether you are happy to take part in the study",2019-11-21 11:52:32,87,419
1788,A3DI45UTHCC0RP,2,264,We use your data need for conducting and analysing the research study when you agree to take part in reasearch study,2019-11-21 11:55:23,87,419
1789,A3DI45UTHCC0RP,2,2100,we will remove your name by using your NHS And hospital numbers to track NHS data once you agree,2019-11-21 11:59:45,87,419
1790,A3DI45UTHCC0RP,3,312,Care programme plays a workshop for prostate cancer persons and it will mange them better which the issues they related to,2019-11-21 12:02:52,87,419
1791,A3DI45UTHCC0RP,3,319,medical care couldnt be affected when you decided not to take part and taking part in research is voluntary,2019-11-21 12:05:47,87,419
1792,A3DI45UTHCC0RP,3,346,the purpose is to develop the workshop for prostate person and views can be used,2019-11-21 12:06:54,87,419
1793,A3DI45UTHCC0RP,4,406,The research nurse of or member of clinical team will answer your question through information sheet,2019-11-21 12:08:46,87,419
1794,A1RX3Z8XFJ8VJ1,2,0,,2019-11-21 15:17:53,87,419
1795,A1RX3Z8XFJ8VJ1,4,418,,2019-11-21 15:18:24,87,419
1796,A1RX3Z8XFJ8VJ1,4,418,Sex will be a little different if you have surgery to remove your prostate gland. Better Bladder Control,2019-11-21 15:24:40,87,419
1797,A2WG4QWEKAHZTZ,2,0,,2019-11-21 16:30:04,87,419
1798,A5M0DH06IWIAF,2,0,,2019-11-21 16:31:06,87,419
1799,A2WG4QWEKAHZTZ,4,418,We want to know how prostate cancer and it's treatment affects the patients health both physically and emotionally. ,2019-11-21 16:32:48,87,419
1800,A2WG4QWEKAHZTZ,4,450,If you find any of the experience difficult we can tell you where you might get more support.,2019-11-21 16:34:40,87,419
1801,A5M0DH06IWIAF,4,418,We want to know how a person's health and well-being is affected by a diagnosis of prostrate cancer.,2019-11-21 16:34:45,87,419
1802,A5M0DH06IWIAF,4,450,We can provide details of support for if you're finding any aspect of your experience difficult.,2019-11-21 16:35:57,87,419
1803,A2WG4QWEKAHZTZ,2,232,"When you have read the information sheet and your questions have been answered, you will be asked if you agree to take part in the study.",2019-11-21 16:36:17,87,419
1804,A5M0DH06IWIAF,2,232,"After reading the information sheet, and your questions are answered, you'll be asked if you're happy to take part in the study.",2019-11-21 16:37:40,87,419
1805,A2WG4QWEKAHZTZ,2,264,"This means that when you agree to participate in the research study, we will use your data as necessary to conduct the study.",2019-11-21 16:39:16,87,419
1806,A2WG4QWEKAHZTZ,2,2100,If you agreed for us to use your NHS data this will be tracked using your NHS and hospital numbers but not your name.,2019-11-21 16:41:40,87,419
1807,A5M0DH06IWIAF,2,264,"Your agreement to take part in a research study, means we'll use your data to conduct research study analysis.",2019-11-21 16:41:47,87,419
1808,A2WG4QWEKAHZTZ,3,312,Part of the Care Programme will include a workshop for men with prostate cancer which will help with any issues relating to there cancer.,2019-11-21 16:44:15,87,419
1809,A5M0DH06IWIAF,2,2100,If you agreed. NHS routine data will be collected and tracked using your NHS and hospital number. But your name will be removed.,2019-11-21 16:44:27,87,419
1810,A2WG4QWEKAHZTZ,3,319,"No, participation is voluntary and not taking part will not effect your medical care.",2019-11-21 16:45:54,87,419
1811,A5M0DH06IWIAF,3,312,Part of the care programme will be to help better manage men's prostrate cancer issues with a workshop.,2019-11-21 16:46:30,87,419
1812,A2WG4QWEKAHZTZ,3,346,The research is being used to develop a workshop which is suitable for men with prostate cancer.,2019-11-21 16:47:12,87,419
1813,A5M0DH06IWIAF,3,319,Your medical care will not be affected by your decision to take part or decline in this research.,2019-11-21 16:47:55,87,419
1814,A2WG4QWEKAHZTZ,4,406,The nurse or a member of the team will go through the information with you and can answer any questions you may have.,2019-11-21 16:48:46,87,419
1815,A5M0DH06IWIAF,3,346,Your views will be used to develop a workshop which is right for men with prostrate cancer.,2019-11-21 16:48:53,87,419
1816,A5M0DH06IWIAF,4,406,Go through questions you may have will be answered by the research nurse of your clinical team going through the information sheet.,2019-11-21 16:50:42,87,419
1817,A3B0QSPI5FCA7S,2,0,,2019-11-21 19:38:19,87,419
1818,A3B0QSPI5FCA7S,4,418,we want to know how the diagnosis of prostate cancer affects person's health,2019-11-21 19:40:13,87,419
1819,A3B0QSPI5FCA7S,4,450,"if you are having difficulties , we can also get you more support",2019-11-21 19:41:12,87,419
1820,A3B0QSPI5FCA7S,2,232,"after you have read the information sheet and answered the questions, we will ask if you are happy to be a part of this study",2019-11-21 19:43:04,87,419
1821,A3B0QSPI5FCA7S,2,264,"when you take part in a research study, we will analyse the data and conduct research",2019-11-21 19:44:09,87,419
1822,A3B0QSPI5FCA7S,2,2100,we can track your NHS data if you have allowed us to do so. We will remove your name,2019-11-21 19:45:16,87,419
1823,A3B0QSPI5FCA7S,3,312,this data will be used by care program to organise a workshop for men with prostate cancer to help them manage with any issues they have related to cancer,2019-11-21 19:46:57,87,419
1824,A3B0QSPI5FCA7S,3,319,"No, its your choice to take part in this research and it will not be affected if you wish not to do so",2019-11-21 19:47:59,87,419
1825,A3B0QSPI5FCA7S,3,346,our main aim is to develop a workshop which will help men wiith prostate cancer,2019-11-21 19:49:01,87,419
1826,A3B0QSPI5FCA7S,4,406,a nurse or a member of your clinical team will check the information sheetand answer your questions,2019-11-21 19:56:31,87,419
1827,A1GSBN597Y4BTF,2,0,,2019-11-21 22:22:34,87,419
1828,A1U19DJ5D5BJRD,2,0,,2019-11-22 06:29:48,87,419
1829,A1U19DJ5D5BJRD,2,0,,2019-11-22 06:29:49,87,419
1830,A1U19DJ5D5BJRD,4,418,prostate cancer and its treatment is given to a healthy person and we would like to take a study on a person health is under going a treatment,2019-11-22 06:36:49,87,419
1831,A1U19DJ5D5BJRD,4,450,we are good to know that you are comfortable with the experience or u may give us the feed back that we can do better that u can get support,2019-11-22 06:40:51,87,419
1832,A1U19DJ5D5BJRD,2,232,we have study your information sheet and we have answered for your questions and we hope you will be happy with our reply,2019-11-22 06:44:43,87,419
1833,A1U19DJ5D5BJRD,2,264,you had took part in our study and joined our research that means we would use your data for our study,2019-11-22 06:48:10,87,419
1834,A1U19DJ5D5BJRD,2,2100,nhs data will be tracked using your nhs and hospital numbers but your name will be removed on your status,2019-11-22 06:51:00,87,419
1835,A1U19DJ5D5BJRD,3,312,the part of the program will be workshop and will be helped prostate cancer related issues,2019-11-22 06:54:03,87,419
1836,A1U19DJ5D5BJRD,3,319,taking part in this research will not affect your medical care but its your wish to take part or not ,2019-11-22 06:55:54,87,419
1837,A1U19DJ5D5BJRD,3,346,the purpose of this research will develop our knowledge and your views will be used ,2019-11-22 06:57:48,87,419
1838,A1U19DJ5D5BJRD,4,406,our clinacal team and nurse will go through your information sheet and you have to answer our questions,2019-11-22 07:00:19,87,419
1839,A2Z9Z0D8IASTKK,2,0,,2019-11-22 10:14:02,98,419
1840,A2Z9Z0D8IASTKK,4,450,"If you are experiencing difficulty, details of where you can get more support will be provided. ",2019-11-22 10:16:09,98,419
1841,A2EKJB9QK7F092,2,0,,2019-11-22 10:31:02,98,419
1842,A2EKJB9QK7F092,4,450,"If you are experiencing difficulty, we can provide details of how to obtain further support.",2019-11-22 10:35:18,98,419
1843,A2EKJB9QK7F092,2,232,You will be asked to confirm that you are happy to participate in the study after reading the information sheet.,2019-11-22 10:38:41,98,419
1844,A2EKJB9QK7F092,2,264,"If you agree to particpate, we will use your data according to the needs of the research study.",2019-11-22 10:41:46,98,419
1845,A2EKJB9QK7F092,2,2100,"If you have agreed for us to collect routine NHS data, your name will be removed and your data will be tracked using only your NHS and hospital numbers.",2019-11-22 10:43:52,98,419
1846,A2EKJB9QK7F092,3,312,The Care Programme will include a workshop to help men manage prostate cancer related issues.,2019-11-22 10:45:16,98,419
1847,A2EKJB9QK7F092,3,319,Your medical care will not be affected if you do not wish to participate in this study.,2019-11-22 10:47:56,98,419
1848,A2EKJB9QK7F092,3,346,Your views will help to develop a suitable workshop for men with prostate cancer.,2019-11-22 10:49:39,98,419
1849,A2EKJB9QK7F092,4,406,The research nurse or a member of your clinical team will assist you with any questions you may have as you go through the information sheet together.,2019-11-22 10:51:37,98,419
1850,A2EKJB9QK7F092,4,418,We are interested in how diagnosis and treatment of prostate cancer affects an person's health and well-being.,2019-11-22 10:52:46,98,419
1851,A46PFTLZHX85B,2,0,,2019-11-22 11:08:36,87,419
1852,A46PFTLZHX85B,4,418,,2019-11-22 11:08:40,87,419
1853,A46PFTLZHX85B,4,450,,2019-11-22 11:08:44,87,419
1854,A46PFTLZHX85B,2,232,,2019-11-22 11:08:48,87,419
1855,A46PFTLZHX85B,2,264,,2019-11-22 11:08:52,87,419
1856,A46PFTLZHX85B,2,2100,,2019-11-22 11:08:57,87,419
1857,A46PFTLZHX85B,3,312,,2019-11-22 11:09:01,87,419
1858,A46PFTLZHX85B,3,319,,2019-11-22 11:09:09,87,419
1859,A46PFTLZHX85B,3,346,,2019-11-22 11:09:13,87,419
1860,A46PFTLZHX85B,4,406,,2019-11-22 11:09:19,87,419
1861,A46PFTLZHX85B,2,0,,2019-11-22 11:15:48,87,419
1862,A46PFTLZHX85B,4,418,"Prostate cancer that spreads to the bones can cause pain and broken bones. Once prostate cancer has spread to other areas of the body, it may still respond to treatment and may be controlled, but it's unlikely to be cured. Incontinence. Both prostate cancer and its treatment can cause urinary incontinence.Two tests commonly used to screen for prostate cancer are the prostate-specific antigen (PSA) test and the digital rectal exam (DRE). But neither test, either alone or in combination, can give you a certain diagnosis of prostate cancer.The prostate is a gland located underneath the bladder, in front of the rectum. ... Surgery for partial or complete removal of the prostate is called a prostatectomy. The most common causes for prostate surgery are prostate cancer and an enlarged prostate, or benign prostatic hyperplasia (BPH).",2019-11-22 11:19:40,87,419
1863,A46PFTLZHX85B,4,450,"Here are nine tips to help you be one of those proactive professionals and take more initiative at work: Never Stand Still. ... Do More Than is Required Of You. ... Think as a Team Member, Not An Employee. ... Speak Up And Share Your Ideas. ... Fake It Till You Make It. ... Consider Every Opportunity. ... Always Be Prepared. ... Be Self-Promotional. If at all possible, look for work-related things that presented huge challenges and for which you were able to find solutions. Ideally, you want to think of things that relate to the needs of this job in some way.",2019-11-22 11:23:40,87,419
1864,A46PFTLZHX85B,2,232,ITS USEFUL STUDY,2019-11-22 11:31:27,87,419
1865,A46PFTLZHX85B,2,264,,2019-11-22 11:33:10,87,419
1866,A46PFTLZHX85B,2,2100,"Recommended minimum lengths of retention of GP records GP Records retain for 10 years after death. Electronic patient records (EPRs) must not be destroyed, or deleted, for the foreseeable future.Your health records. When you visit an NHS or social care service, information about you and the care you receive is recorded and stored in a health and care record. This is so people caring for you can make the best decisions about your care. Log in to your My Health Record to view and manage your health information. You can decide what you want to include and start sharing health information with your treating healthcare providers. To access your My Health Record online, you need to have a myGov account and to link it to your record.The National Health Service (NHS) is the publicly funded national healthcare system for England and one of the four National Health Services for each constituent country of the United Kingdom. It is the largest single-payer healthcare system in the world. Primarily funded through the government funding and overseen by the Department of Health and Social Care, NHS England provides healthcare to all legal English residents, with most services free at the point of use. Some services, such as emergency treatment and treatment of infectious diseases, are free for everyone, including visitors",2019-11-22 11:36:50,87,419
1867,A46PFTLZHX85B,3,312,"A good course. The short video format with plenty of review questions is very helpful. More review questions, trickier review questions, and good glossaries might help make the course even better.Great course, It help us to get a better understanding of prostate cancer. He gave simple yet good explanation about the treatment options and advantages or disadvantages of each treatment. It may also be recommended after radiotherapy to reduce the chances of cancerous cells returning. Hormone therapy alone does not cure prostate cancer. It can be used to slow the progression of advanced prostate cancer and relieve symptoms. Hormones control the growth of cells in the prostate.",2019-11-22 11:39:07,87,419
1868,A234S4IEER49GZ,2,0,,2019-11-22 11:41:10,98,419
1869,A234S4IEER49GZ,2,0,,2019-11-22 11:41:28,98,419
1870,A46PFTLZHX85B,3,319,"Several research studies have indicated that oily fish containing omega 3 fats are the most beneficial in reducing tumour size. Eat oily fish such as sardines, salmon, and tuna at least twice a week. Cooking with animal and saturated fats has been found to increase the risk of getting prostate cancer.The following are some general PSA level guidelines: 0 to 2.5 ng/mL is considered safe. 2.6 to 4 ng/mL is safe in most men but talk with your doctor about other risk factors. 4.0 to 10.0 ng/mL is suspicious and might suggest the possibility of prostate cancer. A: Some studies have shown that cranberry juice can help prevent urinary tract infections. ... The prostate isn't part of the urinary tract, so urine doesn't get into prostate tissue and cranberry juice's antiseptic properties have no opportunity to work there.",2019-11-22 11:41:54,87,419
1871,A234S4IEER49GZ,4,450,"If you are having problems and need more support, we can help.",2019-11-22 11:42:45,98,419
1872,A46PFTLZHX85B,3,346,"One study tracking men for up to 10 years found that those who had high levels of selenium in their blood had a lower risk of prostate cancer. However, a 2009 study found that men with high selenium levels were at greater risk of being diagnosed with aggressive prostate cancer.When taken by mouth: Selenium is LIKELY SAFE for most people when taken by mouth in doses less than 400 mcg daily, short-term. However, selenium is POSSIBLY UNSAFE when taken by mouth in high doses or for a long time. Taking doses above 400 mcg can increase the risk of developing selenium toxicity",2019-11-22 11:43:26,87,419
1873,A234S4IEER49GZ,2,232,Please let us know if you are happy to take pat in the study after all of your questions have been answered.,2019-11-22 11:44:05,98,419
1874,A234S4IEER49GZ,2,264,Your data will be used throughout this study if you agree to take part.,2019-11-22 11:44:49,98,419
1875,A234S4IEER49GZ,2,2100,"Your NHS data will be used if you agree to it, we will however remove your name.",2019-11-22 11:45:34,98,419
1876,A234S4IEER49GZ,3,312,There will be a workshop to help with prostate cancer issues.,2019-11-22 11:46:13,98,419
1877,A46PFTLZHX85B,4,406,"Research nurses play a vital role in delivering research, and ultimately improving patient care. The role of a research nurse is complex, exciting, and interesting. Research nurses are at the forefront of new developments in treatments for their patients. ... Identifying and screening potential patients. A clinical trial is a research study conducted in human beings with the goal of answering specific questions about new therapies, vaccines or diagnostic procedures, or new ways of using known treatments. Clinical trials are used to determine whether new drugs, diagnostics or treatments are both safe and effective. Research nurses play a vital role in delivering research, and ultimately improving patient care. The role of a research nurse is complex, exciting, and interesting. Research nurses are at the forefront of new developments in treatments for their patients. ... Identifying and screening potential patients.",2019-11-22 11:46:51,87,419
1878,A234S4IEER49GZ,3,319,"If you decide to not take part in this research, your medical are will not be affected.",2019-11-22 11:47:00,98,419
1879,A234S4IEER49GZ,3,346,Your views will be used to develop a workshop around prostate cancer.,2019-11-22 11:47:51,98,419
1880,A234S4IEER49GZ,4,406,A member of our medical team will answer any questions you have.,2019-11-22 11:48:22,98,419
1881,A234S4IEER49GZ,4,418,We would like to know how a persons health is affected from the diagnosis of prostate cancer.,2019-11-22 11:49:38,98,419
1882,AJC4QGCJ39VB1,2,0,,2019-11-22 11:57:53,98,419
1883,AJC4QGCJ39VB1,4,450,"If you are experiencing difficulties, please get in touch and we can provide more support. ",2019-11-22 11:59:27,98,419
1884,AJC4QGCJ39VB1,2,232,"After completing the questions, you will be offered the chance to take part in a study.",2019-11-22 12:00:27,98,419
1885,AJC4QGCJ39VB1,2,264,"Agreeing to participate in the study, gives us permission to use your data to analyse the research study.",2019-11-22 12:01:55,98,419
1886,AJC4QGCJ39VB1,2,2100,"The information you have provided us with will be tracked using your NHS and hospital number, your name will not appear.",2019-11-22 12:03:05,98,419
1887,AJC4QGCJ39VB1,3,312,"A prostate cancer workshop for men will be available as part of the Care Programme, this will allow you to better manage any prostate cancer related issues.",2019-11-22 12:05:19,98,419
1888,AJC4QGCJ39VB1,3,319,"Your participation in this research is voluntary, your medical care will be unaffected if you decline to take part.",2019-11-22 12:06:19,98,419
1889,AJC4QGCJ39VB1,3,346,The research study will provide us with ideas on how best to develop a workshop for men with prostate cancer.,2019-11-22 12:07:26,98,419
1890,AJC4QGCJ39VB1,4,406,Support will be available to assist you with the information sheet and answer any questions you may have.,2019-11-22 12:08:41,98,419
1891,AJC4QGCJ39VB1,4,418,We want to learn how a prostate cancer affects your health and well-being.,2019-11-22 12:09:39,98,419
1892,A2V9ON1EW2TC60,2,0,,2019-11-22 14:11:25,98,419
1893,A2V9ON1EW2TC60,4,450,"When you are struggling with the experience, please ask for support and we will provide useful details.",2019-11-22 14:12:31,98,419
1894,A2V9ON1EW2TC60,2,232,"After answering the questions on the answer sheet, you will be asked if you are happy with the participation",2019-11-22 14:13:15,98,419
1895,A1RX3Z8XFJ8VJ1,2,0,,2019-11-22 14:14:00,98,419
1896,A2V9ON1EW2TC60,2,264,Data you provide to the research will be analysed and conducted into a research study.,2019-11-22 14:14:12,98,419
1897,A2V9ON1EW2TC60,2,2100,"If you agree to NHS collecting routine data using your NHS and hospital numbers, your name will be removed.",2019-11-22 14:15:08,98,419
1898,A2V9ON1EW2TC60,3,312,There will be a informational workshop held as a part of the Care Programme for men guiding them how to manage prostate cancer related problems.,2019-11-22 14:16:47,98,419
1899,A1RX3Z8XFJ8VJ1,4,450,If you think feeling difficult then we give details of more support,2019-11-22 14:17:27,98,419
1900,A2V9ON1EW2TC60,3,319,"You are taking part of this research our of your own free will, note that nothing about your medical care will change your mind not to take part in the study.",2019-11-22 14:19:01,98,419
1901,A2V9ON1EW2TC60,3,346,The aim of the study is to develop useful workshop tailored for men with prostate cancer.,2019-11-22 14:19:58,98,419
1902,A1RX3Z8XFJ8VJ1,2,232,Are you ready to take part in study after going through the details.,2019-11-22 14:20:20,98,419
1903,A2V9ON1EW2TC60,4,406,You can ask a nurse or a member of your clinical team anything about the research and details in the information sheet.,2019-11-22 14:20:56,98,419
1904,A1RX3Z8XFJ8VJ1,2,264,It means your data will be used in research study,2019-11-22 14:21:24,98,419
1905,A2V9ON1EW2TC60,4,418,We are interested how a diagnosis of prostate cancer and treatment affects a person.,2019-11-22 14:21:37,98,419
1906,A1RX3Z8XFJ8VJ1,2,2100,Name will be erased from NHS and hospital id,2019-11-22 14:23:50,98,419
1907,A1RX3Z8XFJ8VJ1,3,312,your Participation in Care program for prostrate cancer will help patients,2019-11-22 14:26:46,98,419
1908,A1RX3Z8XFJ8VJ1,3,319,Taking part in research not mandatory ,2019-11-22 14:27:56,98,419
1909,A1RX3Z8XFJ8VJ1,3,346,This research is to develop work shop for prostrate cancer for men ,2019-11-22 14:29:51,98,419
1910,A1RX3Z8XFJ8VJ1,4,406,Professional staff will answer your queries by going through Case sheet,2019-11-22 14:31:48,98,419
1911,AR44AFW993KRR,2,0,,2019-11-22 14:33:37,98,419
1912,AR44AFW993KRR,4,450,Further support details can be provided if you encounter any difficulties,2019-11-22 14:34:36,98,419
1913,A1RX3Z8XFJ8VJ1,4,418,Research is for study of pros and cons for diagnosis of prostrate cancer,2019-11-22 14:36:26,98,419
1914,AR44AFW993KRR,2,232,Once you are OK with the information on the sheet provided you will be asked if you want to proceed with the study,2019-11-22 14:36:41,98,419
1915,AR44AFW993KRR,2,264,When you agree to take part in the study your data will be used as part of the research,2019-11-22 14:38:44,98,419
1916,AR44AFW993KRR,2,2100,"If you have agreed for us to use your NHS data it will be tracked using your NHS and hospital number, your name will not be used",2019-11-22 14:40:40,98,419
1917,AR44AFW993KRR,3,312,The Care Programme includes a workshop for men with prostate cancer to help them better manage any problems,2019-11-22 14:41:47,98,419
1918,AR44AFW993KRR,3,319,"No, this research is voluntary. Your medical care will not change if you do not wish to partake",2019-11-22 14:43:27,98,419
1919,AR44AFW993KRR,3,346,"As a result of this research a workshop will be developed, using your views, which will help men with prostate cancer",2019-11-22 14:45:44,98,419
1920,AR44AFW993KRR,4,406,Any questions you have after reading the information sheet can be discussed with a research nurse or member of the clinical team,2019-11-22 14:46:48,98,419
1921,AR44AFW993KRR,4,418,We want to find out how your health and well being are affected by the diagnosis and treatment of prostate cancer,2019-11-22 14:48:26,98,419
1922,ASL2H1XNE9Y6W,2,0,,2019-11-22 17:27:43,98,419
1923,ASL2H1XNE9Y6W,2,0,,2019-11-22 17:29:16,98,419
1924,ASL2H1XNE9Y6W,4,450,You may find your experience difficult for a number of reasons. We will give you details of support you can access that can help you.,2019-11-22 17:32:20,98,419
1925,ASL2H1XNE9Y6W,2,232,Once you have read the information sheet you will be able to ask any questions you may still have. After that you will be asked if you are happy to take part in the study.,2019-11-22 17:35:11,98,419
1926,ASL2H1XNE9Y6W,2,264,When you agree to take part in a research study you are allowing us to use and analyse your data in several ways to conduct our research.,2019-11-22 17:38:21,98,419
1927,ASL2H1XNE9Y6W,2,2100,If you agree that we can collect routine NHS data about you we shall do so anonymously by using only your NHS and hospital numbers.,2019-11-22 17:41:27,98,419
