Id,Reviser,Leaflet,Sentence,Revised Sentence,Submission Time,Group,Flag
126,A24NYP336X0LCJ,2,263,WERE A PUBLIC FUNDED ORGANISATION-AND MUST ENSURE THAT IT IS IN THE PUBLICS INTEREST -HOW AND WHEN WE USE YOUR IDENTIFIABLE -VOLUNTEERED INFORMATION AFTER AGREEING TO OUR RESEARCH,2019-08-17 19:57:16,21,123
127,A29HORM8VKJ6O0,3,346,The purpose of the research is to use your views to develop a workshop for men suffering with prostate cancer.,2019-08-17 19:58:21,31,123
128,A29HORM8VKJ6O0,3,342,We will not record your personal data in the questionnaire and you will instead be allocated a number at the start of the study to identify you.,2019-08-17 20:00:04,31,123
129,A29HORM8VKJ6O0,3,359,"If you are happy to take part in the study, please complete the questionaire and either give it to the researcher at the end of the workshop or post it to us in the pre-paid envelope provided.",2019-08-17 20:01:39,31,123
130,A1VKZJ3CBBK206,2,264,"This means that when you agree to take part in a research study, we will use your data to analyse the research study",2019-08-17 20:03:01,21,123
131,A1VKZJ3CBBK206,2,222,"A growing number of people are living for many years after cancer treatment, but we still don't know yet how to support them which is the best possible recovery.",2019-08-17 20:08:05,21,123
132,A1VKZJ3CBBK206,2,263,"As a publicly funded organisation, we have to ensure the public, is very helpful and very important to use the information from people who have agreed to take part in research.",2019-08-17 20:11:08,21,123
133,A1VKZJ3CBBK206,4,450,"If you are finding difficulties of your experience, we can give more details from where you might get more support.",2019-08-17 20:35:21,41,123
134,A1VKZJ3CBBK206,4,416,Patients with localised prostate cancer ( cancer is limited to the prostate and hasn't spread anywhere else in the body),2019-08-17 20:38:00,41,123
138,A1VKZJ3CBBK206,4,470,"The only people in the University of Southampton, who will have access to your information, are the people who will need to contact you, to process and analyse your data, or audit the data.",2019-08-17 20:42:18,41,123
139,A27QIBL4MO6Z0X,2,264,when you agree to take part in the research study...your data will be used to conduct and analyse the research study ,2019-08-17 20:48:01,21,123
140,A27QIBL4MO6Z0X,2,222,A growing number of people are living for many years after cancer treatment but we are yet to know ways to ensure the best possible recovery,2019-08-17 20:50:36,21,123
141,A27QIBL4MO6Z0X,2,263,"As a publicly funded organization, we have to ensure that we use identifiable information from people who have agreed to take in this research ",2019-08-17 20:53:03,21,123
142,A32INQRE2R6MNP,4,450,"If you experience difficulties, we can provide you with support contact information.",2019-08-17 21:18:56,41,123
143,A32INQRE2R6MNP,4,416,Patients with localised prostate cancer (prostate cancer that has not spread).,2019-08-17 21:21:58,41,123
144,A32INQRE2R6MNP,4,470,Your identifying information will only be available to the University of Southhampton employees as needed for processing your requests and data.,2019-08-17 21:24:26,41,123
145,A3AYBSE0KUKC2E,4,450,"If any part of this is difficult, we can help you find support",2019-08-17 21:24:57,41,123
146,A3AYBSE0KUKC2E,4,416,Patients will have been diagnosed with prostate cancer that has not spread.,2019-08-17 21:26:09,41,123
147,A3AYBSE0KUKC2E,4,470,"The only people who will have access to information that can identify you, are those who need to collect more information from you, or analyze the information that you have already provided.",2019-08-17 21:30:08,41,123
148,A27P16LFLZGFPR,3,346,the aim this research is to know your view about prostate cancer and develop a right workshop for men with it,2019-08-17 22:28:06,31,123
149,A27P16LFLZGFPR,3,342,your data will not be recorded during this experiment instead a number will be assigned to your data,2019-08-17 22:30:23,31,123
150,A27P16LFLZGFPR,3,359,if you are okay with the listed information then you can complete the study and return it to the examiner or send it to us at the university of Southampton in a pre-paid envelope,2019-08-17 22:33:48,31,123
151,A2HKZCI32I319G,3,346,the purpose of the this research is to develop a workshop for men with prostate cancer. your views will be used to do this.,2019-08-17 22:39:39,31,123
152,A2HKZCI32I319G,3,342,you will be allocated a number at the start of the study to identify your data. names. & address will not be recorded,2019-08-17 22:40:51,31,123
153,A2HKZCI32I319G,3,359,"knowing this, you are happy to take part. please complete the questionnaire and return it to the researcher, or send it to us at the university of Southampton in the envelope provided.",2019-08-17 22:42:16,31,123
154,A2QJNGKLAIMMAZ,2,264,your data will be used to conduct and analysis of reasearch study when you agree to take part in this research study.,2019-08-17 23:06:54,21,123
155,A2QJNGKLAIMMAZ,2,222,we don't know yet all the ways to support people are being treated with cancer treatment to ensure the best possible recovery.,2019-08-17 23:08:08,21,123
156,A2QJNGKLAIMMAZ,2,263,"as a public-funded orginisation, all information provided by people in research is used for the public interest. ",2019-08-17 23:10:26,21,123
160,A3RCSO052XFJJJ,4,450,"In case you are struggling with what you're going through, we can send you relevant information on where you will be able to get support.",2019-08-18 05:25:25,41,123
161,A3RCSO052XFJJJ,4,416,Patients will be tested for the localised prostate cancer (cancer is only in the prostate and no other body parts or organs).,2019-08-18 05:27:36,41,123
162,A3RCSO052XFJJJ,4,470,"Any information that lets you be identified will only be accessed by people working on this research at University of Southampton. This includes anyone who might need to contact you in regards to questionnaires, analyse the data you've given or make sure the collection process meets all the requirements. ",2019-08-18 05:31:09,41,123
163,A2Z61PDUC6NCLT,4,450,"if anything is difficult, we can give details to get more support.",2019-08-18 22:18:00,141,123
164,A2QJNGKLAIMMAZ,4,450,we can provide more details of extra support if you experiencing any difficulties ,2019-08-18 22:18:55,141,123
165,A2Z61PDUC6NCLT,4,416,some people with localised prostate cancer(cancer that hasnt spread),2019-08-18 22:19:15,141,123
166,A2QJNGKLAIMMAZ,4,416,Patients may get a diagnosis of localized prostate cancer ,2019-08-18 22:19:54,141,123
167,A2Z61PDUC6NCLT,4,470,"this information is only available to use by people who need to contact regarding questionaires, process and analyse your data.",2019-08-18 22:21:08,141,123
168,A2QJNGKLAIMMAZ,4,470,The University of Southampton can contact you for further questions and also process and analyze data provided by you. Whole data collection process gets audited. ,2019-08-18 22:22:41,141,123
169,A1ST2X15PC6CE8,4,450,"we can also provide you with details of where you can find more support,if you are finding any part of your experience difficult",2019-08-18 22:22:48,141,123
170,A1ST2X15PC6CE8,4,416,"If the cancer is confined to the prostate and hasn't spread anywhere else, patient will be diagnosed with localised prostate cancer.",2019-08-18 22:24:10,141,123
171,A1ST2X15PC6CE8,4,470,"The people in the University of Southampton who need to contact you or send questionnaires, process and analyse your data, or audit the data collection process, will be the only people with access to information that identifies you.",2019-08-18 22:26:34,141,123
172,COPIEDA2DAI5W9S1ET6,3,346,The reason for the research is to help men with prostate cancer and your idea will be used.,2019-08-18 22:30:21,131,123
173,A382IT3BF1UWLB,2,264,THE DATA PROVIDED BY YOU WILL BE USED TO CONDUCT AND ANALYSE RESEARCH STUDY WHEN YOU TAKE PART IN THIS STUDY,2019-08-18 22:31:16,121,123
174,A1ST2X15PC6CE8,3,346,"your views will be used to develop a workshop, which is right for men with prostate cancer",2019-08-18 22:32:23,131,123
175,A1ST2X15PC6CE8,3,342,"your name, your address will not be recorded on the questionnaire but will be identified by a number from the start of the study.",2019-08-18 22:35:24,131,123
176,A1ST2X15PC6CE8,3,359,"if you are still happy to take part, please complete the questionnaire and return it to the workshop or send it to the university of Southampton in a pre paid envelope.",2019-08-18 22:37:25,131,123
177,COPIEDA2DAI5W9S1ET6,3,342,instead you will be given a number from the beginning of the exercise to help you know your data.name and address will not be save don the questionnaire.,2019-08-18 22:37:51,131,123
178,A1ST2X15PC6CE8,2,264,"when you agree to take part in a research study, we use your data to conduct and analyse the research study.",2019-08-18 22:42:29,121,123
179,A1ST2X15PC6CE8,2,222,"many people are living for many years after cancer treatment but we still don't know the best ways to give them the best possible recovery,",2019-08-18 22:43:41,121,123
180,COPIEDA2DAI5W9S1ET6,3,359,"if,having read this information,you are happy to partake,please complete the task and return it to the researcher at the workshop,or direct it to us via pre-paid to the university of southampton",2019-08-18 22:44:39,131,123
181,COPIEDA2DAI5W9S1ET6,3,359,"if,having read this information,you are happy to partake,please complete the task and return it to the researcher at the workshop,or direct it to us via pre-paid to the university of southampton",2019-08-18 22:44:39,131,123
182,A1ST2X15PC6CE8,2,263,we have to make sure it is in public interest when we use personal information from those partaking in the survey because we are a publicly funded organisation.,2019-08-18 22:45:17,121,123
183,A2U4LDPZF2P7BY,4,450,If your experience is difficult we can provide you with details for support.,2019-08-18 22:47:57,141,123
184,A2U4LDPZF2P7BY,4,416,Patients were diagnosed with prostate cancer that hasn't spread.,2019-08-18 22:49:12,141,123
185,A2U4LDPZF2P7BY,4,470,Information that identifies you will only be given to people in the University of Southampton who require it.,2019-08-18 22:50:48,141,123
186,AYANXOKRFW1ZD,2,264,Agreeing to take part in the research study means allowing us to use your data to analyse.,2019-08-18 23:18:15,121,123
187,AYANXOKRFW1ZD,2,222,More people are living many years after cancer treatment but we don't know all the ways to support them for the best recovery possible.,2019-08-18 23:20:00,121,123
188,AYANXOKRFW1ZD,2,263,"As a publicly funded organisation, when using personally identifiable information we need to make sure it is in the public interest.",2019-08-18 23:21:53,121,123
189,A27QIBL4MO6Z0X,4,450,if you are having difficulties with your experience we can provide you with details where support can be access,2019-08-18 23:23:51,141,123
190,A27QIBL4MO6Z0X,4,416,most will have had a diagnosis of localized prostate canswer,2019-08-18 23:26:03,141,123
191,A39K5DFHK6FCQH,4,450,Support can be provided if any aspects of the experiences proves to be too difficult.,2019-08-19 00:04:04,141,123
192,A39K5DFHK6FCQH,4,416,"Diagnosis is confirmed to be localised prostate cancer, Patients are informed of the localised nature.",2019-08-19 00:08:03,141,123
193,A39K5DFHK6FCQH,4,470,"You can only be contacted by the people from the University of Southampton if they require to process and analyse your data,to audit the collection process, or to send and request questionnaires.",2019-08-19 00:12:22,141,123
194,A16IUSDJEU9MWL,3,346,This research will help us develop a workshop for men with prostate cancer and your views will be used to do this.,2019-08-19 00:54:37,131,123
195,A16IUSDJEU9MWL,3,342,"A unique number will identify you and your responses, without any personal information being stored.",2019-08-19 00:56:59,131,123
196,A16IUSDJEU9MWL,3,359,"Knowing the above, if you wish to take part, please complete the questionnaire and return it to the researcher at the workshop or mail it to us with the provided pre-paid envelope.",2019-08-19 01:01:07,131,123
197,A2I3D7L2IAHHOL,3,346,In this study a workshop will be developped for men with prosate cancer while using your views.,2019-08-19 01:07:15,131,123
198,A2I3D7L2IAHHOL,3,342,"Instead, you will be given a number at the start that will be used to find your data; your name and adress wont be saved on the questionnaire.",2019-08-19 01:10:49,131,123
205,A2I3D7L2IAHHOL,3,359,"If you read this information and you want to tale part, then returned the filled questionnaire to the worlshop, or send it with the provided pre-paid evelopeat the University of Southampton.",2019-08-19 02:09:12,131,123
206,A3V0E6DXN7G2L8,3,346,"The purpose of the research is to develop a workshop right for men with prostate cancer, and your views will be used to do this",2019-08-19 02:28:23,131,123
207,A3V0E6DXN7G2L8,3,342,You will be given a number at the start of the study that will identify your data; your personal information will not be recorded,2019-08-19 02:28:59,131,123
208,A3V0E6DXN7G2L8,3,359,"If you are happy to take part, please complete the questionnaire and return it to the workshop, or send it to us in the pre-paid envelope provided",2019-08-19 02:31:12,131,123
209,A3V0E6DXN7G2L8,2,264,"When you agree to take part in a research study, we will use your data in ways we need to to conduct and analyse the research study",2019-08-19 02:36:14,121,123
210,A2I3D7L2IAHHOL,4,450,"Id your experience is difficult, we can give you details ofwhere you could get help.",2019-08-19 02:36:16,141,123
211,A3V0E6DXN7G2L8,2,222,More people are living for longer after cancer treatment but we don't yet fully understand how to ensure the best possible recovery,2019-08-19 02:37:12,121,123
212,A3V0E6DXN7G2L8,2,263,"As a publicly funded organisation, we have to make sure that it is in the public's interest when we use personal information from people who have taken part in a research study",2019-08-19 02:38:05,121,123
213,A2I3D7L2IAHHOL,4,416,Patients were found with localised prostate cancer (cancer is only in the prostate and nowhere else).,2019-08-19 02:39:03,141,123
214,A2I3D7L2IAHHOL,4,470,"Those from the University of Southampton with access that represents you will be those willing to send you or ask questionnaires, process and analyze the data or audit their way of collection.",2019-08-19 02:41:42,141,123
215,A2L3BRCUIILH4X,3,346,This research wants to find a workshop for men with prostate cancer and use your views.,2019-08-19 02:47:15,131,123
216,A2L3BRCUIILH4X,3,342,"However, at the start we will give you a number that represents your data; your name and adress will not be saved.",2019-08-19 02:48:04,131,123
217,A2L3BRCUIILH4X,3,359,"If you read this, you agree to fill the quiestionnaire and mail the given pre-paid envelope to the researcher at the University of Southampton ",2019-08-19 02:49:47,131,123
218,a3avffr73u39yp,4,450,If you are finding it hard we can give you details that may give you more support.,2019-08-19 03:42:59,141,123
219,a3avffr73u39yp,4,416,The diagnosis of localised prostate cancer means it hasn't spread anywhere else and is just in the prostate.,2019-08-19 03:44:33,141,123
220,a3avffr73u39yp,4,470,The only people who have access to your information are the people who need to contact you from the university of southampton to send you questionnaires . ,2019-08-19 03:46:44,141,123
221,a3avffr73u39yp,3,346,We are doing this research to provide a workshop for men suffering with prostate cancer and your questionnaire will help us do this.,2019-08-19 04:30:32,131,123
222,a3avffr73u39yp,3,342,You will be given a number at the start of the questionnaire which will identify your data but your name and address will not be recorded on the questionnaire.,2019-08-19 04:31:41,131,123
223,AENGDOS693JKO,2,264,"WHEN YOU AGREE TO TAKE PART IN A RESEARCH STUDY, WE WILL USE YOUR DATA TO CONDUCT AND ANALYSE.",2019-08-19 04:31:44,121,123
224,a3avffr73u39yp,3,359,If you are happy to take part after reading through it then please complete the questionnaire and return it to the researcher at the workshop or you can send it us at the university of Southampton in the pre-paid envelope provided.,2019-08-19 04:33:00,131,123
225,AENGDOS693JKO,2,222,"ALTHOUGH THE CANCER TREATMENT INCREASE THE PATIENTS LIFE TIME, WE DON'T KNOW POSSIBLE FOR RECOVERY.",2019-08-19 04:33:35,121,123
226,AENGDOS693JKO,2,263,IT IS PEOPLE'S INTEREST TO TAKE A PART IN FUNDED ORGANISATION.,2019-08-19 04:34:42,121,123
227,a3avffr73u39yp,2,264,When you agree to take part in the study we will use your data to help with our research/,2019-08-19 04:38:02,121,123
228,a3avffr73u39yp,2,222,A growing number of people are living for many years after the cancer treatment but we need to do more research so we can support them even more in the best possible way.,2019-08-19 04:39:09,121,123
229,a3avffr73u39yp,2,263,"As a publicly funded organisation, we have to make sure that when we use your data that it is in our best interests to help more people.",2019-08-19 04:40:27,121,123
230,COPIEDA13QJNRZBYBXU,3,346,You will help make a new workshop for men with cancer by participating in this test.,2019-08-19 06:02:19,131,123
231,COPIEDA13QJNRZBYBXU,3,342,You will be given a number for your answers and your details will remain private.,2019-08-19 06:03:13,131,123
232,COPIEDA13QJNRZBYBXU,3,359,"If you are happy with the rules, complete the test and give it back to the guy at the workshop or send it to Southhampton University.",2019-08-19 06:04:17,131,123
233,A2TZH3L7RO6RFS,2,264,This means when you agree to take part in a research study we use your data to conduct and analyse the research study.,2019-08-19 08:21:50,121,123
234,A2TZH3L7RO6RFS,2,222,A lot of people are living for many years after cancer treatment but we do not know all ways to support them for the best possible recovery.,2019-08-19 08:24:57,121,123
235,A2TZH3L7RO6RFS,2,263,As a publicly funded organisation we have to ensure the interest of the public when we use personally identifiable information.,2019-08-19 08:27:33,121,123
236,A31LCNCQS2AJR2,4,450,"If you are finding any part of your experience hard, we can also provide you with information of where you can get more support.",2019-08-19 12:26:55,141,123
237,A31LCNCQS2AJR2,4,416,Patients will have been informed of localised prostate cancer (cancer only in the prostate and has not spread elsewhere in the body),2019-08-19 12:27:47,141,123
238,A31LCNCQS2AJR2,4,470,The only people who will have access to identifying information will be those people that need to contact you to send or request questionnaires or process and analyse your data or audit the data collection process.,2019-08-19 12:28:49,141,123
239,AEV815WVDIAJQ,2,264,"This means that when you agree to take part in a research study, your data will be used to conduct and analyse the research study. ",2019-08-20 09:29:43,121,123
240,AEV815WVDIAJQ,2,222,Growing number of people are living for many years after cancer treatment but ways to ensure the best possible recovery are unknown to us. ,2019-08-20 09:33:31,121,123
241,AEV815WVDIAJQ,2,263,"As a publicly funded organization, we should ensure that using information with identities from people is in the interest of the public",2019-08-20 09:36:43,121,123
245,A2T63C3AQSLSGA,4,450,"If you find your experience difficult, we can provide details of where to get assistance.",2019-08-21 17:34:19,41,123
246,A2T63C3AQSLSGA,4,416,Patients will have had a diagnosis of localised (ie. has not spread) prostate cancer.,2019-08-21 17:34:51,41,123
247,A2T63C3AQSLSGA,4,470,Only people in the University of Southhampton who need to contact you regarding the questionnaires will have access to data that identifies you.,2019-08-21 17:36:03,41,123
248,A2T63C3AQSLSGA,3,346,This research will develop a workshop which helps men with prostate cancer. Your views will assist with this.,2019-08-21 17:40:49,31,123
249,A2T63C3AQSLSGA,3,342,"You will be allocated a number when taking the survey, your name and address will not be used to identify you.",2019-08-21 17:41:23,31,123
250,A2T63C3AQSLSGA,3,359,"Given what you have learned, and if you are still happy to take part, please complete the questionnaire and return it, either in-person to the researcher or send it to us in the pre-paid envelope provided.",2019-08-21 17:42:29,31,123
251,AYANXOKRFW1ZD,2,264,Agreeing to take part a research study means allowing us to use your data to conduct and analyse the study. ,2019-08-21 17:43:02,21,123
252,AYANXOKRFW1ZD,2,222,An increasing number of people live many years after cancer treatment. We currently don't know all possible ways to support them through recovery.,2019-08-21 17:44:05,21,123
253,A2T63C3AQSLSGA,2,264,"If you agree to take part in a study, we will use your data in ways appropriate to the needs of the research.",2019-08-21 17:45:04,21,123
254,AYANXOKRFW1ZD,2,263,"As a publicly funded organisation, we have to ensure when using personally identifiable information it is in the public interest.",2019-08-21 17:45:16,21,123
255,A2T63C3AQSLSGA,2,222,"More and more people live for many years after cancer treatment. However, we don't yet know the best ways to support them to aid their recovery.",2019-08-21 17:45:36,21,123
256,A2T63C3AQSLSGA,2,263,"Because we are publicly funded, we must ensure that the public interest is respected when we use personally identifiable information from research participants.",2019-08-21 17:46:26,21,123
257,A25RJ54AHZGDOO,4,450,"If any aspect of this experience is difficult, we can guide you towards further help.",2019-08-21 17:53:53,41,123
260,A25RJ54AHZGDOO,4,416,"Patients will have been diagnosed with localised prostate cancer, ie, it has not spread beyond the prostrate.",2019-08-21 17:56:31,41,123
261,A11MT3MTFDDRR9,2,264,when you agree to take part in a research study the data given by you used to analyse the research study.,2019-08-21 18:00:59,21,123
262,A29HORM8VKJ6O0,2,264,"When you agree to take part in the study, we will analyse your data to conduct the research. ",2019-08-21 18:01:48,21,123
263,A11MT3MTFDDRR9,2,222,Many number of people living for many years after cancer treatement still now we dont know the ways to support for their recovery.,2019-08-21 18:02:38,21,123
264,A25RJ54AHZGDOO,4,470,"The only people in the University who can see data that identifies you will be those who send or request questionnaires,work on your data,or audit the data collection process. ",2019-08-21 18:03:00,41,123
266,A300NSYGWVGOMM,2,264,"If you agree to take part, we will use your data accordingly to analyse the research.",2019-08-21 18:04:22,21,123
267,A11MT3MTFDDRR9,2,263,As a publicly funded organisation we have ensure we use personal identificable information with public intrest after they agreed for research.,2019-08-21 18:04:23,21,123
268,A29HORM8VKJ6O0,2,263,As a publicly funded organisation we have to make sure it is in the public interest when we use the personal data of those taking part in the research.,2019-08-21 18:04:48,21,123
269,A300NSYGWVGOMM,2,222,More people are living longer after treatment for cancer and we don't know how to support them all to aid the best recovery.,2019-08-21 18:05:02,21,123
270,A300NSYGWVGOMM,2,263,We have to be certain any use of personally identifiable information is in the public interest as we are a publicly funded operation.,2019-08-21 18:06:16,21,123
271,A1VIAHZ5BR79G9,2,264,"When you agree to take part in the research, your data is used in the ways needed to conduct and analyse the study.",2019-08-21 18:14:02,21,123
272,A1VIAHZ5BR79G9,2,222,More and more people are living for many years after cancer treatment and more ways are yet to be found to better support them recover.,2019-08-21 18:14:34,21,123
273,A29HORM8VKJ6O0,4,450,If you are finding any part of your experience difficult we can provide you with details of where to get more support. ,2019-08-21 18:14:50,41,123
274,A1VIAHZ5BR79G9,2,263,"As a Publicly funded organisation, personally identifiable information should only be kept if in the public interest.",2019-08-21 18:15:27,21,123
275,A29HORM8VKJ6O0,4,416,"Patients will have been diagnosed with localised prostate cancer, which means it will not have spread anywhere else in the body. ",2019-08-21 18:15:53,41,123
276,A29HORM8VKJ6O0,4,470,The only people in the University of Southampton who can have access to your information will be those who need to contact you process or analyse your data or to audit the process itself.,2019-08-21 18:17:51,41,123
277,A3IGX9S92GTNMI,4,450,If you are having any problems we can give you details of where you can get some support.,2019-08-21 18:20:11,41,123
278,A3IGX9S92GTNMI,4,416,Patients will have had a diagnosis of localised prostate cancer which means the cancer is only in the prostate and has not spread anywhere else.,2019-08-21 18:21:20,41,123
279,A25RJ54AHZGDOO,2,264,"That is, when you have agreed to take part, we will use your data in the ways needed to complete the study.",2019-08-21 18:21:34,21,123
280,A3IGX9S92GTNMI,4,470,"The only people in the University of Southhampton who can access your information are people who will need to contact you, process and analyse your data.",2019-08-21 18:23:02,41,123
281,A25RJ54AHZGDOO,2,222,Increasing numbers are living many years after cancer treatment but we don't yet know every way to support them toward the best possible recovery. ,2019-08-21 18:25:10,21,123
282,A7Y524016WTCJ,4,450,"If any part of this task is found to be difficult, then we would be able provide help and advice links. ",2019-08-21 18:30:05,41,123
283,A25RJ54AHZGDOO,2,263,"As a publicly funded organisation, we must ensure it is in the public interest to use personally identifiable information that we have received from consenting participants.",2019-08-21 18:30:12,21,123
284,A7Y524016WTCJ,4,416,"If a cancer is found to be only in the prostate, or primary site, and has not become metastatic, then it is diagnosed as localised. ",2019-08-21 18:31:25,41,123
285,A24MHO7W38BYP8,4,450,We can tell you where to get more help if you find any parts of your experience difficult. ,2019-08-21 18:32:13,41,123
286,A24MHO7W38BYP8,4,416,Patients will have been diagnosed with cancer that is found only in the prostate and hasn't spread. ,2019-08-21 18:33:37,41,123
287,A24MHO7W38BYP8,4,470,The only people in the University of Southampton that can see your personal information are those that need to contact you or work with your data. ,2019-08-21 18:34:56,41,123
288,A7Y524016WTCJ,4,470,"This study will require some contact only with researchers at the University of Southampton. In order to send and request questionnaires, process and examine data or scrutinise the research process and methodology these individuals will be able to see information that is personal to you. ",2019-08-21 18:38:19,41,123
289,A34GAZW7WFPOMU,4,450,"If you are finding your experience difficult, we can provide you the details of where you can get more support.",2019-08-21 18:45:11,41,123
290,A34GAZW7WFPOMU,4,416,Patients will have a diagnosis of prostate cancer. (Cancer is confined to the prostate and hasn't spread),2019-08-21 18:46:11,41,123
291,A34GAZW7WFPOMU,4,470,Only the University of Southampton will have access to information about you and the people who need to contact you to send questionnaires and process your data for auditing. ,2019-08-21 18:47:14,41,123
292,A34GAZW7WFPOMU,3,346,The research is to develop a workshop that is right for me who have prostate cancer and their views.,2019-08-21 18:51:37,31,123
293,A34GAZW7WFPOMU,3,342,You will be given a number at the start of the study that will identify your data. Your name and address will not be recorded. ,2019-08-21 18:52:16,31,123
294,A34GAZW7WFPOMU,3,359,If you are happy to take part. Please complete the questionnaire and return it to the researcher or send it to the the University of Southampton in the envelope provided. ,2019-08-21 18:52:50,31,123
295,A3T8E8EB9HUYOS,3,346,The purpose of the research is to develop a workshop for men with prostate cancer using your views.,2019-08-21 19:00:11,31,123
296,A3T8E8EB9HUYOS,3,342,You will be given a number at the start of the study to identify your data. Your information will not be on the questionnaire.,2019-08-21 19:00:44,31,123
